CodMun,MHAB01,MHAB03,MHAB04,MHAB06,MHAB07,MHAB071,MHAB081,MHAB082,MHAB083,MHAB084,MHAB085,MHAB086,MHAB087,MHAB088,MHAB089,MHAB09,MHAB091,MHAB10,MHAB101,MHAB102,MHAB111,MHAB112,MHAB113,MHAB114,MHAB12,MHAB16,MHAB161,MHAB17,MHAB18,MHAB181,MHAB182,MHAB183,MHAB191,MHAB192,MHAB193,MHAB194,MHAB195,MHAB201,MHAB202,MHAB203,MHAB204,MHAB205,MHAB206,MHAB207,MHAB208,MHAB21
1301100,Setor subordinado a outra secretaria,Masculino,41,Ensino médio (2º Grau) completo ,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Sim,2011,Paritário,Sim,Sim,Não,Sim,0,Não,-,-,Sim,2011,Não,Não,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Sim
1301159,Setor subordinado a outra secretaria,Masculino,52,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Sim,Não,Não,Não,Sim,Não,-,Não,Não,Não,Não,Sim,Sim,Não,-,Sim
1301209,Secretaria em conjunto com outras políticas,Masculino,53,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Sim,2007,Paritário,Sim,Não,Não,Não,1,Não,-,-,Sim,2017,Não,Sim,Sim,Sim,Sim,Não,-,Não,Sim,Não,Não,Sim,Não,Não,-,Não
1301308,Setor subordinado a outra secretaria,Feminino,46,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Sim,Sim,Sim,Sim,Sim,Não,-,Sim,Não,Sim,Sim,Sim,Sim,Não,-,Sim
1301407,Setor subordinado a outra secretaria,Masculino,31,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Sim,Sim,Sim,Não,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Não
1301506,Setor subordinado a outra secretaria,Masculino,59,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2013,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Sim,Sim,Não,-,Sim
1301605,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Não,Não,-,Não
1301654,Secretaria em conjunto com outras políticas,Masculino,29,Ensino superior incompleto,Sim,O município não possui Plano Diretor,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,Não,Não,Sim,Não,Não,-,Não
1301704,Secretaria em conjunto com outras políticas,Feminino,52,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,Não soube informar*,Paritário,Não,Sim,Não,Sim,0,Não,-,-,Sim,2017,Sim,Sim,Sim,Não,Sim,Sim,-,Sim,Sim,Não,Não,Não,Não,Não,-,Sim
1301803,Secretaria exclusiva,Masculino,43,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2012,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Sim,-,Não
1301852,Setor subordinado a outra secretaria,Masculino,61,Ensino fundamental (1º Grau) incompleto ,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2015,Não,Sim,Sim,Não,Sim,Sim,-,Não,Não,Não,Não,Não,Sim,Não,-,Não
1301902,Secretaria em conjunto com outras políticas,Masculino,50,Ensino superior incompleto,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,2008,Paritário,Sim,Sim,Não,Não,12,Não,-,-,Sim,2011,Sim,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
1301951,Não possui estrutura,-,-,-,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,"Não, as conferências foram realizadas após a elaboração do plano",Sim,2008,Paritário,Não,Sim,Não,Não,0,Não,-,-,Sim,2014,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,Não,Não,Sim,Sim,Não,-,Não
1302009,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
1302108,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Não,Não,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Sim
1302207,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Sim,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,Sim,Não
1302306,Secretaria em conjunto com outras políticas,Masculino,33,Ensino superior incompleto,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,2010,Paritário,Não,Sim,Não,Não,2,Sim,Sim,Não,Sim,2015,Sim,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim
1302405,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2010,Tem maior representação governamental,Não,Sim,Não,Sim,0,Não,-,-,Não,-,-,-,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,Sim,Não
1302504,Setor subordinado a outra secretaria,Feminino,43,Mestrado,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Não,Não,Sim,Não,Sim,Não,-,Sim,Sim,Não,Não,Não,Não,Não,-,Sim
1302553,Setor subordinado a outra secretaria,Feminino,43,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2009,Paritário,Sim,Não,Não,Sim,2,Não,-,-,Sim,2009,Não,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
1302603,Secretaria em conjunto com outras políticas,Masculino,47,Mestrado,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,2007,Paritário,Não,Sim,Não,Não,5,Sim,Sim,Sim,Sim,2012,Sim,Sim,Sim,Não,Sim,Sim,-,Sim,Não,Não,Não,Não,Sim,Não,-,Sim
1302702,Setor subordinado a outra secretaria,Masculino,48,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Sim,Sim,Sim,Sim,0,Não,-,-,Sim,2015,Não,Não,Não,Não,Sim,Sim,-,Sim,Sim,Sim,Sim,Não,Não,Não,-,Sim
1302801,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2013,Não,Não,Sim,Sim,Sim,Não,-,Não,Não,Sim,Sim,Sim,Não,Não,-,Não
1302900,Setor subordinado diretamente à chefia do Executivo ,Feminino,40,Ensino superior completo,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,2008,Tem maior representação governamental,Sim,Sim,Sim,Não,1,Não,-,-,Sim,2017,Não,Não,Não,Sim,Sim,Sim,-,Sim,Não,Não,Não,Não,Sim,Não,-,Sim
1303007,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,Sim,Não
1303106,Setor subordinado a outra secretaria,Feminino,48,Ensino médio (2º Grau) completo ,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Sim,Sim,Sim,Não,-,Sim,Sim,Não,Não,Sim,Sim,Não,-,Não
1303205,Secretaria em conjunto com outras políticas,Masculino,68,Ensino médio (2º Grau) incompleto ,Não,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2011,Sim,Sim,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Não,Sim,Não,-,Não
1303304,Secretaria em conjunto com outras políticas,Masculino,44,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2011,Paritário,Sim,Sim,Sim,Sim,0,Sim,Não,Sim,Sim,2011,Não,Sim,Sim,Não,Sim,Sim,-,Sim,Não,Não,Não,Sim,Não,Não,-,Não
1303403,Secretaria em conjunto com outras políticas,Feminino,40,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Sim,Sim,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,Sim,Não
1303502,Setor subordinado a outra secretaria,Masculino,39,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Sim,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
1303536,Setor subordinado diretamente à chefia do Executivo ,Masculino,43,Ensino superior incompleto,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2011,Paritário,Sim,Sim,Sim,Sim,0,Sim,Não,Sim,Sim,2013,Não,Sim,Sim,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
1303569,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não
1303601,Setor subordinado diretamente à chefia do Executivo ,Masculino,42,Especialização,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2015,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Sim
1303700,Setor subordinado a outra secretaria,Feminino,Não informou,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2012,Não,Sim,-,-,-,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim
1303809,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,-,Não
1303908,Secretaria em conjunto com outras políticas,Masculino,34,Ensino superior completo,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Sim,Não,Sim,Sim,-,Sim,Não,Não,Não,Sim,Sim,Não,-,Sim
1303957,Setor subordinado diretamente à chefia do Executivo ,Masculino,48,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2009,Sim,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
1304005,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2010,Paritário,Sim,Sim,Sim,Sim,0,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
1304062,Secretaria em conjunto com outras políticas,Feminino,50,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,-,Sim,1997,Paritário,Não,Sim,Sim,Sim,1,Não,-,-,Sim,2014,Sim,Sim,Sim,Não,Sim,Sim,-,Sim,Não,Não,Não,Sim,Sim,Não,-,Não
1304104,Secretaria em conjunto com outras políticas,Masculino,39,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Sim,Não,Não,Não,-,Sim,Não,Não,Sim,Não,Não,Não,-,Sim
1304203,Setor subordinado a outra secretaria,Masculino,42,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Sim,Sim,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Sim
1304237,Setor subordinado a outra secretaria,Feminino,49,Ensino fundamental (1º Grau) incompleto ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Sim,Não,Não,Sim,Não,Não,-,Sim
1304260,Secretaria em conjunto com outras políticas,Masculino,65,Ensino médio (2º Grau) incompleto ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Sim,Não,Não,-,Sim
1304302,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Sim,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
1304401,Setor subordinado a outra secretaria,Feminino,32,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
1400027,Setor subordinado a outra secretaria,Masculino,42,Ensino fundamental (1º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Sim,Não,Não,-,Não
1400050,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
1400100,Órgão da administração indireta,Feminino,36,Especialização,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não soube informar*,Paritário,Não,Sim,Não,Não,12,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2016,Sim,Não,Sim,Sim,Sim,Sim,-,Não,Não,Não,Não,Não,Sim,Sim,-,Sim
1400159,Setor subordinado a outra secretaria,Masculino,29,Ensino superior completo,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Sim,Não,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não
1400175,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Não,Não,Não,Não,Sim,Não,-,Sim,Sim,Não,Não,Não,Não,Não,-,Não
1400209,Setor subordinado a outra secretaria,Masculino,53,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,Não soube informar*,Paritário,Não,Sim,Não,Não,1,Não,-,-,Sim,2016,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Não,Não,Sim,Sim,Não,-,Não
1400233,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
1400282,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2015,Tem maior representação governamental,Sim,Sim,Sim,Sim,4,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Não,Não,Não,Não,Sim,Não,Não,-,Não
1400308,Setor subordinado a outra secretaria,Feminino,42,Ensino médio (2º Grau) incompleto ,Não,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,2017,Paritário,Sim,Sim,Não,Não,4,Sim,Não,Não,Sim,2017,Sim,Sim,Não,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Sim
1400407,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
1400456,Setor subordinado diretamente à chefia do Executivo ,Masculino,38,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
1400472,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2015,Tem maior representação da sociedade civil,Sim,Não,Não,Sim,12,Não,-,-,Sim,2017,Não,Não,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não
1400506,Secretaria exclusiva,Masculino,24,Ensino médio (2º Grau) incompleto ,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
1400605,Setor subordinado a outra secretaria,Masculino,67,Ensino superior completo,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2012,Sim,Sim,Não,Não,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-,Não
1400704,Secretaria exclusiva,Masculino,39,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não
1500107,Setor subordinado a outra secretaria,Feminino,30,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Sim,Sim,Sim,Sim,12,Não,-,-,Sim,2013,Não,Não,Não,Não,Sim,Sim,-,Sim,Não,Não,Não,Não,Não,Não,-,Sim
1500131,Setor subordinado a outra secretaria,Feminino,29,Ensino superior incompleto,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Sim,Não,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,-,Não
1500206,Secretaria exclusiva,Masculino,26,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Sim,Sim,Não,Não,Sim,Não,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não
1500305,Setor subordinado a outra secretaria,Masculino,35,Ensino superior completo,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,-,Sim,2013,Paritário,Não,Sim,Não,Sim,6,Sim,Não,Sim,Sim,2014,Sim,Sim,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
1500347,Setor subordinado a outra secretaria,Feminino,41,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Sim,Sim,Não,Sim,Não,Sim,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não
1500404,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Sim
1500503,Setor subordinado a outra secretaria,Feminino,36,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2009,Paritário,Sim,Sim,Não,Não,1,Não,-,-,Sim,2016,Sim,Sim,Sim,Não,Sim,Sim,-,Sim,Não,Não,Sim,Sim,Sim,Sim,-,Sim
1500602,Secretaria exclusiva,Masculino,28,Ensino superior completo,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,-,Sim,2011,Paritário,Sim,Não,Não,Sim,1,Não,-,-,Sim,2015,Não,Não,Sim,Não,Sim,Sim,-,Não,Não,Não,Não,Não,Sim,Sim,-,Sim
1500701,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2009,Paritário,Sim,Não,Sim,Não,0,Não,-,-,Não,-,-,-,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
1500800,Secretaria exclusiva,Masculino,Não informou,Especialização,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,"Não, as conferências foram realizadas após a elaboração do plano",Sim,2015,Tem maior representação da sociedade civil,Não,Sim,Não,Não,Não soube informar*,Sim,Sim,Não,Sim,2009,Sim,Sim,Sim,Não,Sim,Sim,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Sim
1500859,Setor subordinado a outra secretaria,Feminino,47,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2009,Paritário,Sim,Sim,Sim,Sim,0,Não,-,-,Sim,2011,Não,Sim,Não,Não,Sim,Sim,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não
1500909,Setor subordinado a outra secretaria,Masculino,43,Ensino superior completo,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2008,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não,Não,Não,-,Não
1500958,Setor subordinado a outra secretaria,Feminino,40,Especialização,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,2013,Paritário,Não,Não,Sim,Sim,4,Sim,Sim,Não,Sim,2013,Sim,Não,Não,Não,Sim,Sim,-,Sim,Não,Não,Não,Sim,Não,Sim,-,Sim
1501006,Não possui estrutura,-,-,-,Sim,O município não possui Plano Diretor,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,-,Sim,2009,Tem maior representação governamental,Não,Sim,Não,Não,0,Sim,Sim,Não,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
1501105,Setor subordinado a outra secretaria,Feminino,40,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2012,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
1501204,Secretaria em conjunto com outras políticas,Feminino,35,Especialização,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,2008,Paritário,Não,Não,Não,Sim,8,Sim,Não,Sim,Sim,2008,Sim,Sim,Sim,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não
1501253,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2009,Paritário,Sim,Não,Não,Sim,0,Não,-,-,Sim,2009,Não,Sim,Não,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
1501303,Secretaria em conjunto com outras políticas,Masculino,50,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,2011,Paritário,Não,Sim,Sim,Não,6,Sim,Não,Sim,Sim,2016,Sim,Sim,Sim,Não,Sim,Sim,-,Não,Não,Não,Não,Não,Sim,Sim,-,Não
1501402,Secretaria exclusiva,Masculino,35,Ensino superior completo,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,2005,Paritário,Não,Sim,Não,Não,1,Sim,Não,Não,Sim,2017,Sim,Sim,Sim,Não,Sim,Sim,-,Sim,Sim,Não,Sim,Não,Não,Sim,-,Sim
1501451,Setor subordinado a outra secretaria,Masculino,50,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Não,Sim,Não,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não
1501501,Secretaria exclusiva,Feminino,Não informou,Especialização,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não soube informar*,Sim,Sim,Não,Não,Sim,Sim,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não
1501576,Setor subordinado a outra secretaria,Feminino,38,Ensino médio (2º Grau) completo ,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,-,Sim,2008,Paritário,Sim,Sim,Não,Não,1,Não,-,-,Sim,2014,Não,Sim,Não,Não,Sim,Sim,-,Não,Não,Sim,Sim,Sim,Não,Não,-,Não
1501600,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2009,Sim,Não,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,-,Não
1501709,Setor subordinado a outra secretaria,Feminino,32,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Tem maior representação da sociedade civil,Sim,Sim,Não,Não,0,Sim,Sim,Não,Sim,2007,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Sim
1501725,Setor subordinado a outra secretaria,Feminino,36,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,-,Sim,2008,Paritário,Sim,Sim,Não,Sim,0,Sim,Sim,Sim,Sim,2014,Não,Sim,Não,Não,Sim,Não,-,Não,Não,Não,Sim,Sim,Não,Não,-,Sim
1501758,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2009,Paritário,Não,Sim,Não,Não,0,Não,-,-,Sim,2014,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Sim,-,Não
1501782,Não possui estrutura,-,-,-,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2013,Sim,Sim,Não,Não,Sim,Não,-,Não,Não,Não,Sim,Sim,Não,Não,-,Sim
1501808,Setor subordinado a outra secretaria,Masculino,37,Ensino superior completo,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,2008,Tem maior representação da sociedade civil,Sim,Sim,Não,Não,0,Não,-,-,Sim,2010,Sim,Não,Sim,Sim,Sim,Sim,-,Não,Sim,Não,Não,Sim,Sim,Sim,-,Não
