CodMun,MMAM01,MMAM03,MMAM04,MMAM06,MMAM071,MMAM072,MMAM073,MMAM074,MMAM075,MMAM076,MMAM08,MMAM091,MMAM092,MMAM093,MMAM094,MMAM095,MMAM096,MMAM097,MMAM098,MMAM099,MMAM0910,MMAM0911,MMAM10,MMAM101,MMAM102,MMAM111,MMAM112,MMAM113,MMAM114,MMAM12,MMAM16,MMAM17,MMAM171,MMAM18,MMAM191,MMAM192,MMAM193,MMAM194,MMAM195,MMAM196,MMAM197,MMAM198,MMAM199,MMAM201,MMAM20011,MMAM202,MMAM2021,MMAM203,MMAM2031,MMAM204,MMAM2041,MMAM205,MMAM2051,MMAM206,MMAM2061,MMAM207,MMAM2071,MMAM208,MMAM2081,MMAM209,MMAM2091,MMAM2010,MMAM20101,MMAM2011,MMAM20111,MMAM2012,MMAM21,MMAM211,MMAM221,MMAM222,MMAM223,MMAM224,MMAM225,MMAM226,MMAM227,MMAM228,MMAM229,MMAM23,MMAM2311,MMAM2312,MMAM2313,MMAM2314,MMAM2315,MMAM2316,MMAM2317,MMAM241,MMAM242,MMAM243,MMAM244,MMAM245,MMAM246,MMAM247,MMAM25,MMAM261,MMAM262,MMAM263,MMAM264,MMAM265,MMAM266,MMAM267,MMAM268,MMAM269,MMAM2610,MMAM2611,MMAM2612,MMAM2613,MMAM2614
1101401,Secretaria exclusiva,Masculino,45,Ensino médio (2º Grau) completo,4,2,0,2,0,0,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2012,Paritário,Sim,Sim,Sim,Sim,2,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2013,Sim,2013,Não,-,Sim,2013,Sim,2013,Sim,2013,Sim,2013,Sim,2013,Sim,2013,Sim,2013,Sim,2013,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
1101435,Secretaria em conjunto com outras políticas setoriais,Masculino,31,Ensino fundamental (1º Grau) incompleto,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101450,Setor subordinado a outra secretaria,Masculino,43,Ensino médio (2º Grau) completo,1,1,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
1101468,Secretaria exclusiva,Masculino,49,Ensino médio (2º Grau) completo,7,0,0,7,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101476,Setor subordinado diretamente à chefia do Executivo,Masculino,49,Ensino fundamental (1º Grau) completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2017,Tem maior representação governamental,Não,Sim,Não,Não,1,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101484,Secretaria exclusiva,Masculino,41,Ensino fundamental (1º Grau) incompleto,2,0,0,1,1,0,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,2010,Tem maior representação da sociedade civil,Sim,Sim,Sim,Sim,10,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim,2014,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
1101492,Setor subordinado a outra secretaria,Masculino,53,Ensino médio (2º Grau) completo,2,1,0,1,0,0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,Não,Não,-,-,Sim,Não,Não,Sim,Não,Não,Não,Sim,-,Não,-,Sim,2015,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não
1101500,Setor subordinado a outra secretaria,Masculino,36,Ensino superior incompleto,5,3,0,2,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101559,Secretaria em conjunto com outras políticas setoriais,Masculino,69,Ensino médio (2º Grau) incompleto,2,1,0,1,0,0,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Sim,2002,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Não,-,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101609,Secretaria exclusiva,Masculino,45,Ensino médio (2º Grau) completo,2,0,0,2,0,0,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,2010,Tem maior representação da sociedade civil,Não,Não,Não,Sim,0,Sim,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2012,Sim,2012,Sim,2012,Sim,2012,Sim,2012,Sim,2012,Sim,2012,Sim,2012,Sim,2012,Sim,2012,Sim,2012,-,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
1101708,Setor subordinado a outra secretaria,Masculino,34,Ensino fundamental (1º Grau) completo,5,3,0,2,0,0,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,2003,Paritário,Sim,Sim,Sim,Sim,4,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,Não,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
1101757,Secretaria exclusiva,Feminino,39,Ensino superior completo,3,0,0,3,0,0,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,2012,Tem maior representação da sociedade civil,Sim,Não,Não,Não,0,Sim,Sim,O fundo possui um conselho gestor próprio,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
1101807,Setor subordinado a outra secretaria,Masculino,46,Ensino fundamental (1º Grau) completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2010,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
1200013,Setor subordinado a outra secretaria,Masculino,29,Ensino superior completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1200054,Secretaria em conjunto com outras políticas setoriais,Masculino,40,Ensino superior completo,5,0,3,2,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2002,Paritário,Sim,Sim,Sim,Não,1,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Não,-,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Não,-,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1200104,Secretaria exclusiva,Masculino,46,Ensino médio (2º Grau) completo,5,0,3,2,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2005,Paritário,Não,Sim,Não,Não,0,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,Não,-,Não,-,Sim,2005,Sim,2005,Não,-,Não,-,Sim,2005,Não,-,Não,-,Sim,2005,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não
1200138,Setor subordinado a outra secretaria,Masculino,40,Ensino superior incompleto,1,0,1,0,0,0,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
1200179,Secretaria em conjunto com outras políticas setoriais,Feminino,52,Especialização,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2005,Paritário,Sim,Sim,Sim,Sim,0,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
1200203,Secretaria exclusiva,Feminino,48,Ensino superior completo,16,10,0,6,0,0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,2016,Paritário,Sim,Sim,Sim,Sim,6,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Sim,Sim,-,Não,-,Não,-,Não,-,Sim,2010,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
1200252,Secretaria exclusiva,Masculino,53,Ensino superior completo,18,0,8,3,0,7,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não soube informar*,Paritário,Sim,Sim,Sim,Sim,0,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,Não,-,Sim,2017,Não,-,Sim,2010,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Não,-,Não,Não,Não,Não,Não,Não,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não
1200302,Setor subordinado a outra secretaria,Feminino,28,Ensino superior incompleto,4,1,0,3,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1998,Paritário,Não,Sim,Sim,Não,0,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Sim,1997,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1200328,Setor subordinado a outra secretaria,Masculino,39,Ensino superior completo,0,0,0,0,0,0,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Paritário,Sim,Sim,Não,Não,0,Sim,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2015,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1200336,Secretaria exclusiva,Feminino,41,Especialização,3,0,1,2,0,0,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,2015,Não,-,Não,-,Não,-,Não,-,-,Não,-,Não,Não,Não,Não,Não,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
1200344,Secretaria em conjunto com outras políticas setoriais,Masculino,49,Ensino superior completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1200351,Secretaria em conjunto com outras políticas setoriais,Masculino,47,Ensino superior completo,3,2,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Paritário,Sim,Sim,Não,Não,1,Sim,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
1200385,Secretaria exclusiva,Masculino,28,Ensino superior completo,7,0,0,3,0,4,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
1200393,Secretaria em conjunto com outras políticas setoriais,Feminino,32,Ensino superior incompleto,3,0,0,3,0,0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,Não,Não,Não,Não,Sim,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não
1200401,Secretaria exclusiva,Masculino,34,Ensino superior completo,155,42,0,18,7,88,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,1999,Paritário,Sim,Sim,Sim,Não,4,Não,Sim,O fundo possui um conselho gestor próprio,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,Não,-,Não,-,Não,-,Sim,2005,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,2017,-,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
1200427,Secretaria exclusiva,Feminino,30,Especialização,3,1,0,2,0,0,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,2010,Paritário,Sim,Sim,Não,Não,3,Não,Sim,O fundo possui um conselho gestor próprio,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,-,Sim,2016,Sim,2016,Sim,2009,Sim,2009,Sim,2009,Sim,2009,Sim,2009,Sim,2009,Sim,2009,Sim,2009,Sim,2009,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
1200435,Secretaria em conjunto com outras políticas setoriais,Masculino,44,Ensino superior completo,4,0,0,4,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não soube informar*,Tem maior representação da sociedade civil,Não,Sim,Não,Não,0,Não,Não,-,-,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1200450,Secretaria exclusiva,Masculino,52,Ensino superior completo,3,0,0,3,0,0,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não soube informar*,Tem maior representação da sociedade civil,Sim,Não,Não,Não,0,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2017,Sim,2017,Não,-,Não,-,Sim,2017,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1200500,Secretaria exclusiva,Masculino,33,Ensino superior completo,4,0,1,3,0,0,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Sim,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2010,Sim,1976,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,2012,Não,-,Não,Não,-,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1200609,Secretaria exclusiva,Masculino,41,Ensino médio (2º Grau) completo,2,1,0,1,0,0,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,2006,Tem maior representação governamental,Sim,Não,Não,Não,0,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2016,Sim,2015,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
1200708,Secretaria em conjunto com outras políticas setoriais,Masculino,47,Ensino médio (2º Grau) incompleto,3,0,1,2,0,0,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,2005,Paritário,Sim,Sim,Sim,Sim,Não soube informar*,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não
1200807,Secretaria em conjunto com outras políticas setoriais,Feminino,35,Ensino médio (2º Grau) completo,2,1,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,Sim,1995,Não,-,Sim,2014,Não,-,Não,-,Não,-,Não,-,Sim,2014,Sim,2014,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
1300029,Setor subordinado a outra secretaria,Masculino,43,Ensino superior incompleto,2,0,1,1,0,0,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2006,Sim,2006,Sim,2006,Sim,2006,Sim,2006,Sim,2006,Sim,2006,Sim,2006,Sim,2006,Sim,2006,Não,-,Não,Não,-,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1300060,Secretaria exclusiva,Masculino,Não informou,Ensino superior completo,2,1,0,1,0,0,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Sim,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não informou,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1300086,Secretaria exclusiva,Masculino,39,Ensino médio (2º Grau) completo,15,14,0,1,0,0,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,2005,Paritário,Sim,Sim,Não,Não,Não soube informar*,Sim,Sim,O fundo possui um conselho gestor próprio,Não,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não
1300102,Secretaria exclusiva,Feminino,45,Especialização,9,0,0,6,0,3,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não
1300144,Secretaria exclusiva,Masculino,44,Ensino superior completo,3,3,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2008,Paritário,Sim,Não,Não,Não,10,Não,Sim,O fundo possui um conselho gestor próprio,Não,-,-,-,-,-,-,-,-,Sim,Sim,2012,Não,-,Sim,2008,Sim,2008,Sim,2008,Sim,2008,Sim,2008,Não,-,Não,-,Sim,2008,Não,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não
1300201,Secretaria exclusiva,Masculino,38,Especialização,8,2,0,2,0,4,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Sim,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1300300,Secretaria em conjunto com outras políticas setoriais,Feminino,26,Ensino superior completo,4,3,0,1,0,0,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,Sim,2007,Sim,2007,Sim,2007,Sim,2007,Sim,2007,Sim,2007,Sim,2007,Sim,2007,Sim,2007,Sim,2007,Sim,2007,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
