CodMun,CodMun,MTRA01,MTRA03,MTRA04,MTRA06,MTRA07,MTRA081,MTRA082,MTRA083,MTRA084,MTRA085,MTRA086,MTRA087,MTRA09,MTRA091,MTRA10,MTRA101,MTRA102,MTRA111,MTRA112,MTRA113,MTRA114,MTRA12,MTRA16,MTRA161,MTRA17,MTRA181,MTRA182,MTRA183,MTRA184,MTRA185,MTRA186,MTRA187,MTRA188,MTRA19,MTRA1911,MTRA192,MTRA1912,MTRA193,MTRA1913,MTRA1914,MTRA1915,MTRA201,MTRA202,MTRA203,MTRA204,MTRA205,MTRA206,MTRA207,MTRA208,MTRA209,MTRA2010,MTRA21,MTRA221,MTRA222,MTRA223,MTRA224,MTRA23,MTRA231,MTRA24,MTRA25
1300086,1300086,Setor subordinado diretamente à chefia do Executivo,Masculino,48,Especialização,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1300102,1300102,Setor subordinado diretamente à chefia do Executivo,Masculino,52,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1300144,1300144,Secretaria em conjunto com outras políticas setoriais,Masculino,26,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Não,Não,Não,Sim,-,Sim,Não,-,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1300201,1300201,Secretaria exclusiva,Masculino,47,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1300300,1300300,Secretaria em conjunto com outras políticas setoriais,Masculino,32,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1300409,1300409,Secretaria exclusiva,Masculino,38,Ensino médio (2º Grau) completo,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1300508,1300508,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1300607,1300607,Secretaria exclusiva,Feminino,43,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1300631,1300631,Setor subordinado a outra secretaria,Masculino,42,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1300680,1300680,Setor subordinado a outra secretaria,Masculino,40,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Sim,Não,-,Não,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Não,-,Não,Não
1300706,1300706,Secretaria em conjunto com outras políticas setoriais,Masculino,43,Ensino fundamental (1º Grau) incompleto,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1300805,1300805,Setor subordinado a outra secretaria,Masculino,53,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,Não
1300839,1300839,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1300904,1300904,Setor subordinado a outra secretaria,Masculino,43,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1301001,1301001,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1301100,1301100,Setor subordinado a outra secretaria,Masculino,42,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1301159,1301159,Setor subordinado a outra secretaria,Masculino,52,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1301209,1301209,Setor subordinado a outra secretaria,Masculino,48,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1301308,1301308,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1301407,1301407,Setor subordinado a outra secretaria,Masculino,31,Especialização,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1301506,1301506,Setor subordinado a outra secretaria,Masculino,59,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1301605,1301605,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1301654,1301654,Secretaria em conjunto com outras políticas setoriais,Masculino,29,Ensino superior incompleto,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1301704,1301704,Secretaria em conjunto com outras políticas setoriais,Masculino,65,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1301803,1301803,Secretaria exclusiva,Masculino,64,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1301852,1301852,Secretaria exclusiva,Masculino,29,Especialização,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,-,Sim,2009,Paritário,Sim,Sim,Não,Não,4,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,Não
1301902,1301902,Órgão da administração indireta,Masculino,53,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1301951,1301951,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1302009,1302009,Secretaria em conjunto com outras políticas setoriais,Masculino,54,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1302108,1302108,Setor subordinado a outra secretaria,Masculino,55,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1302207,1302207,Secretaria exclusiva,Masculino,28,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1302306,1302306,Setor subordinado a outra secretaria,Masculino,49,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1302405,1302405,Secretaria em conjunto com outras políticas setoriais,Masculino,50,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1302504,1302504,Setor subordinado a outra secretaria,Masculino,43,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,-,Parcialmente adaptada,Sim,Não,Não,Não,Sim,Sim,Sim,Não
1302553,1302553,Setor subordinado a outra secretaria,Feminino,42,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,-,Sim,Não,-,Não,-,Não,Não,Sim,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1302603,1302603,Órgão da administração indireta,Masculino,62,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,"Não, as conferências foram realizadas após a elaboração do plano",Sim,2002,Paritário,Sim,Sim,Sim,Não,2,Não,-,-,Não,Não,Sim,Sim,Não,Não,Sim,-,Sim,Sim,Sim,Não,-,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,-,Parcialmente adaptada,Não,Sim,Sim,Não,Sim,Não,Sim,Não
1302702,1302702,Setor subordinado a outra secretaria,Masculino,42,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1302801,1302801,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1302900,1302900,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1303007,1303007,Secretaria exclusiva,Masculino,45,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1303106,1303106,Secretaria em conjunto com outras políticas setoriais,Masculino,41,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,,Não,-,Não,Não,Sim,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Não,-,Não,Não
1303205,1303205,Secretaria em conjunto com outras políticas setoriais,Masculino,68,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1303304,1303304,Setor subordinado a outra secretaria,Masculino,31,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1303403,1303403,Órgão da administração indireta,Masculino,58,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1303502,1303502,Setor subordinado a outra secretaria,Masculino,39,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1303536,1303536,Setor subordinado a outra secretaria,Masculino,34,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Sim,O município não possui plano,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,-,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Sim,Não,Não
1303569,1303569,Secretaria em conjunto com outras políticas setoriais,Masculino,72,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
1303601,1303601,Secretaria exclusiva,Masculino,38,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1303700,1303700,Setor subordinado a outra secretaria,Masculino,55,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1303809,1303809,Secretaria em conjunto com outras políticas setoriais,Masculino,47,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,-,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Parcialmente adaptada,-,-,-,Sim,Não,-,Não,Não
1303908,1303908,Secretaria em conjunto com outras políticas setoriais,Masculino,30,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1303957,1303957,Secretaria exclusiva,Masculino,48,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1304005,1304005,Secretaria em conjunto com outras políticas setoriais,Masculino,49,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1304062,1304062,Secretaria exclusiva,Masculino,42,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1304104,1304104,Secretaria em conjunto com outras políticas setoriais,Masculino,39,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1304203,1304203,Órgão da administração indireta,Masculino,35,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Sim,-,Sim,Não,-,Não,-,Não,Não,Sim,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Não,-,Não,Não
1304237,1304237,Setor subordinado a outra secretaria,Masculino,34,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1304260,1304260,Secretaria em conjunto com outras políticas setoriais,Masculino,54,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1304302,1304302,Secretaria em conjunto com outras políticas setoriais,Masculino,59,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1304401,1304401,Secretaria em conjunto com outras políticas setoriais,Masculino,43,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,Não
1400027,1400027,Setor subordinado a outra secretaria,Masculino,42,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1400050,1400050,Setor subordinado diretamente à chefia do Executivo,Masculino,19,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Não,Não,Sim
1400100,1400100,Órgão da administração indireta,Feminino,42,Especialização,Não,-,-,-,-,-,-,-,Não,-,Sim,1991,Tem maior representação governamental,Sim,Não,Não,Não,2,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,-,Totalmente adaptada,Não,Não,Sim,Não,Sim,Não,Sim,Não
1400159,1400159,Setor subordinado a outra secretaria,Masculino,29,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
1400175,1400175,Setor subordinado a outra secretaria,Masculino,27,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1400209,1400209,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1400233,1400233,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1400282,1400282,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1400308,1400308,Setor subordinado diretamente à chefia do Executivo,Masculino,58,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1400407,1400407,Não possui estrutura,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1400456,1400456,Setor subordinado diretamente à chefia do Executivo,Masculino,34,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
1400472,1400472,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1400506,1400506,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
1400605,1400605,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
1400704,1400704,Secretaria exclusiva,Masculino,39,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,-,Não,-,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
1500107,1500107,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Sim,Sim,Não,Não,-,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Não,Sim,Não
