CodMun,AtingidoPorSeca_4a,AtingidoPorAlagam_4a,AtingidoPorErosao_4a,AtingidoPorEnchente_4a,AtingidoPorEnxurrada_4a,AtingidoPorDeslizam_4a
2911857,Sim,Não,Não,Não,Não,Não
2911907,Sim,Sim,Não sabe,Sim,Não,Não
2912004,Sim,Não,Não,Não,Não,Não
2912103,Sim,Não,Não,Não,Não,Não
2912202,Sim,Não,Não,Não,Não,Não
2912301,Sim,Não,Não,Não,Não,Não
2912400,Sim,Sim,Não,Não,Sim,Não
2912509,Sim,Não,Não,Não,Não,Não
2912608,Sim,Não,Não,Não,Não,Não
2912707,Sim,Sim,Não,Não,Não,Não
2912806,Sim,Não,Não,Não,Não,Não
2912905,Sim,Não,Não,Não,Não,Não
2913002,Sim,Não,Não,Não,Não,Não
2913101,Sim,Não,Não,Não,Não,Não
2913200,Sim,Não,Não,Não,Não,Não
2913309,Sim,Não,Não,Não,Não,Não
2913408,Sim,Não,Não,Não,Não,Não
2913457,Não,Sim,Não,Sim,Não,Não
2913507,Sim,Não,Não,Não,Não,Não
2913606,Sim,Sim,Sim,Sim,Não,Sim
2913705,Sim,Não,Não,Não,Não,Não
2913804,Sim,Não,Não,Não,Não,Não
2913903,Sim,Não,Não,Não,Não,Não
2914000,Sim,Não,Não,Não,Não,Não
2914109,Sim,Não,Não,Não,Não,Não
2914208,Sim,Não,Não,Não,Não,Não
2914307,Sim,Não,Sim,Não,Sim,Não
2914406,Sim,Não,Não,Não,Não,Não
2914505,Sim,Não,Não,Não,Não,Não
2914604,Sim,Não,Não,Não,Não,Não
2914653,Sim,Sim,Não,Não,Não,Não
2914703,Sim,Sim,Sim,Não,Sim,Não
2914802,Sim,Sim,Sim,Sim,Sim,Sim
2914901,Não,Sim,Não,Não,Não,Não
2915007,Sim,Não,Não,Não,Não,Não
2915106,Sim,Não,Não,Não,Não,Não
2915205,Sim,Não,Sim,Não,Sim,Não
2915304,Sim,Não,Não,Não,Não,Não
2915353,Sim,Não,Não,Não,Não,Não
2915403,Sim,Não,Não,Não,Não,Não
2915502,Sim,Sim,Não,Sim,Sim,Não
2915601,Não,Não,Sim,Não,Não,Sim
2915700,Sim,Não,Não,Não,Não,Não
2915809,Sim,Não,Não,Não,Não,Não
2915908,Sim,Não,Não,Não,Não,Não
2916005,Sim,Não,Não,Não,Sim,Não
2916104,Não,Sim,Não,Não,Não,Sim
2916203,Sim,Sim,Não,Não,Não,Não
2916302,Sim,Sim,Não,Não,Sim,Sim
2916401,Sim,Não,Não,Não,Não,Não
2916500,Sim,Não,Sim,Não,Não,Não
2916609,Sim,Não,Não,Não,Não,Não
2916708,Sim,Sim,Sim,Não,Sim,Não
2916807,Sim,Não,Não,Não,Sim,Não
2916856,Sim,Não,Não,Não,Não,Não
2916906,Sim,Não,Sim,Não,Não,Não
2917003,Sim,Sim,Sim,Sim,Sim,Não
2917102,Sim,Não,Não sabe,Não,Não,Não
2917201,Sim,Não,Sim,Não,Não,Não
2917300,Não,Sim,Não,Sim,Sim,Sim
2917334,Sim,Não,Sim,Não,Não,Não
2917359,Sim,Sim,Sim,Sim,Sim,Não
2917409,Sim,Não,Não,Não,Não,Não
2917508,Sim,Sim,Não sabe,Sim,Não,Sim
2917607,Sim,Sim,Sim,Sim,Sim,Sim
2917706,Sim,Sim,Sim,Sim,Sim,Não
2917805,Não,Não,Não,Não,Não,Sim
2917904,Sim,Não,Não,Não,Não,Não
2918001,Sim,Não,Não,Não,Não,Não
2918100,Sim,Não,Não,Não,Não,Não
2918209,Não,Não,Não,Não,Não,Não
2918308,Sim,Não,Não,Não,Não,Não
2918357,Sim,Não,Não,Não,Não,Não
2918407,Sim,Sim,Sim,Sim,Não,Não
2918456,Sim,Sim,Sim,Não,Não,Sim
2918506,Sim,Não,Não sabe,Não,Não,Não
2918555,Sim,Não,Não sabe,Não,Não,Não
2918605,Sim,Não,Não,Não,Sim,Não
2918704,Sim,Não,Não,Não,Não,Não
2918753,Sim,Não,Não,Não,Não,Não
2918803,Não,Não,Não,Não,Não,Não
2918902,Sim,Não,Não,Não,Não,Não
2919009,Sim,Não,Não,Não,Sim,Não
2919058,Sim,Sim,Sim,Não,Não,Não
2919108,Sim,Não,Não,Não,Não,Não
2919157,Sim,Não,Não,Não,Não,Não
2919207,Não sabe,Sim,Não,Sim,Não sabe,Sim
2919306,Sim,Não,Não,Sim,Não,Não
2919405,Sim,Não,Não,Não,Não,Não
2919504,Sim,Não,Não,Não,Não sabe,Não
2919553,Sim,Sim,Sim,Não,Sim,Não
2919603,Sim,Não,Não,Não,Sim,Não
2919702,Sim,Não,Não,Não,Não,Não
2919801,Sim,Não,Não,Não,Não,Não
2919900,Sim,Não,Não,Não,Não,Não
2919926,Não,Não,Não,Sim,Sim,Sim
2919959,Sim,Não,Não,Não,Não,Não
2920007,Sim,Não,Não,Não,Sim,Não
2920106,Sim,Não,Não,Não,Não,Não
2920205,Sim,Não,Sim,Não,Não,Não
2920304,Sim,Não,Não,Não,Não,Não
2920403,Sim,Não,Não,Não,Não,Não
2920452,Sim,Não,Sim,Sim,Sim,Não
2920502,Sim,Não,Sim,Não,Não,Não
2920601,Sim,Não,Não,Não,Não,Não
2920700,Sim,Não,Sim,Não,Não,Sim
2920809,Sim,Não,Não,Não,Não,Não
2920908,Sim,Não sabe,Não,Não,Não,Não
2921005,Não,Não,Não,Não,Não,Não
2921054,Sim,Não,Sim,Não,Não,Não
2921104,Sim,Não,Não,Não,Não,Não
2921203,Sim,Não,Não,Não,Não,Não
2921302,Sim,Não,Não,Não,Não,Não
2921401,Sim,Não,Não,Não,Sim,Não
2921450,Sim,Não,Não,Não,Não,Não
2921500,Sim,Não,Não,Não,Não,Não
2921609,Sim,Sim,Não,Sim,Não,Não
2921708,Sim,Sim,Sim,Não,Não,Não
2921807,Sim,Não,Não,Não,Não,Não
2921906,Sim,Sim,Não,Não,Sim,Não
2922003,Sim,Não,Não,Não,Não,Não
2922052,Sim,Não,Não,Não,Não,Não
2922102,Sim,Sim,Não,Não,Sim,Sim
2922201,Não,Não,Não,Não,Não,Sim
2922250,Sim,Não,Não,Sim,Não,Não
2922300,Sim,Não,Não,Não,Não,Não
2922409,Sim,Não,Não sabe,Não,Não,Não
2922508,Não,Não,Não,Sim,Não,Não
2922607,Não,Sim,Não,Sim,Sim,Sim
2922656,Sim,Não,Não,Não,Não,Não
2922706,Sim,Não,Não,Não,Não,Não
2922730,Sim,Sim,Não,Sim,Sim,Não
2922755,Não,Não,Não,Não,Não,Não
2922805,Sim,Não,Não,Não,Não,Não
2922854,Sim,Não,Sim,Sim,Não,Não
2922904,Sim,Não,Não,Não,Não,Não
2923001,Sim,Não,Não,Não,Não,Não
2923035,Sim,Não,Não,Não,Não,Não
2923050,Sim,Sim,Não,Não,Não,Não
2923100,Sim,Não,Não,Não,Não,Não
2923209,Sim,Não,Sim,Não,Não,Não
2923308,Sim,Não,Sim,Não,Não,Não
2923357,Sim,Não,Não,Não,Não,Não
2923407,Sim,Não,Não,Não,Não,Não
2923506,Sim,Não,Não,Não,Não,Não
2923605,Sim,Sim,Não,Não,Não,Não
2923704,Sim,Sim,Não,Não,Não,Não
2923803,Sim,Não,Não,Não,Não,Não
2923902,Sim,Não sabe,Não sabe,Não sabe,Não sabe,Não sabe
2924009,Sim,Não,Não,Não,Não,Não
2924058,Sim,Não,Não,Não,Não,Não
2924108,Sim,Não,Não,Não,Não,Não
2924207,Sim,Não,Não,Não,Não,Não
2924306,Sim,Não,Não,Sim,Não,Não
2924405,Sim,Não,Não,Não,Não,Não
2924504,Sim,Não,Não,Não,Não,Não
2924603,Sim,Não,Não,Não,Não,Sim
2924652,Sim,Não,Sim,Não,Não,Não
2924678,Não,Sim,Não,Sim,Sim,Não
2924702,Sim,Não,Sim,Não,Não,Não
2924801,Sim,Não,Não,Não,Não,Não
2924900,Sim,Não,Não,Não,Não,Não
2925006,Sim,Não,Não,Não,Não,Não
2925105,Sim,Não,Não,Não,Não,Não
2925204,Não,Não,Não,Não,Não,Não
2925253,Sim,Não,Não,Não,Não,Não
2925303,Não,Sim,Não,Sim,Sim,Sim
2925402,Sim,Não,Não,Não,Não,Não
2925501,Sim,Não,Sim,Não,Sim,Não
2925600,Sim,Não,Não,Não,Não,Não
2925709,Sim,Não,Não,Não,Não,Não
2925758,Não,Sim,Não,Sim,Sim,Não sabe
2925808,Sim,Sim,Sim,Não,Sim,Não
2925907,Sim,Não,Não,Não,Não,Não
2925931,Sim,Não,Não,Não,Não,Não
2925956,Sim,Não,Não,Não,Não,Não
2926004,Sim,Sim,Não,Não,Sim,Não
2926103,Sim,Não,Não,Não,Não,Não
2926202,Sim,Não,Não,Não,Não,Não
2926301,Sim,Sim,Sim,Não,Sim,Não
2926400,Sim,Não,Não,Não,Sim,Não
2926509,Sim,Não,Não,Não,Não,Não
2926608,Sim,Não,Não,Não,Não,Não
2926657,Sim,Não,Não,Não,Sim,Não
2926707,Sim,Não,Não,Não,Não,Não
2926806,Sim,Não,Não,Não,Não,Não
2926905,Sim,Não,Não,Não,Não,Não
2927002,Sim,Não,Não,Não,Sim,Não
2927101,Sim,Não,Não sabe,Não,Não,Não
2927200,Sim,Não,Não,Não,Sim,Não
2927309,Não,Não,Não,Não,Não,Não
2927408,Não,Sim,Não sabe,Sim,Sim,Sim
2927507,Sim,Não,Não,Não,Não,Não
2927606,Sim,Não,Não,Não,Não,Não
2927705,Sim,Sim,Sim,Sim,Sim,Sim
2927804,Sim,Não,Não,Não,Não,Não
2927903,Sim,Não,Não,Não,Sim,Não
2928000,Sim,Não,Não,Não,Não,Não
2928059,Sim,Sim,Sim,Sim,Sim,Não
2928109,Sim,Sim,Sim,Não,Sim,Não
2928208,Sim,Não,Não,Não,Não,Não
2928307,Sim,Não,Não,Não,Não,Não
2928406,Sim,Sim,Não,Sim,Sim,Não
2928505,Sim,Não,Não,Não,Não,Não
2928604,Não,Sim,Não sabe,Sim,Sim,Sim
2928703,Não,Sim,Não,Não,Sim,Não
2928802,Sim,Não,Não,Não,Não,Não
2928901,Sim,Não,Não,Não,Não,Não
2928950,Sim,Não,Não,Não,Não,Não
2929008,Não,Não,Não,Não,Não,Sim
2929057,Sim,Sim,Não,Sim,Sim,Não
2929107,Sim,Não,Não,Não,Não,Não
2929206,Não,Não,Não,Não,Não,Sim
2929255,Sim,Não,Não,Não,Não,Não
2929305,Não,Não,Não,Não,Não,Não
2929354,Não sabe,Não sabe,Não,Sim,Não,Sim
2929370,Sim,Não,Não,Não,Não,Não
2929404,Sim,Não,Não,Não,Não,Não
2929503,Não,Não,Não,Não,Não,Sim
2929602,Sim,Não,Não,Não,Não,Não
2929701,Sim,Não,Não,Não,Não,Não
2929750,Não,Não,Sim,Não,Não,Sim
2929800,Sim,Não,Não,Não,Não,Não
2929909,Sim,Não,Não,Não,Não,Não
2930006,Sim,Não,Não,Não,Não,Não
2930105,Sim,Sim,Sim,Não,Sim,Sim
2930154,Sim,Não,Não,Não,Não,Não
2930204,Sim,Não,Não,Não,Não,Não
2930303,Sim,Não,Não,Não,Não,Não
2930402,Sim,Não,Não,Não,Não,Não
2930501,Sim,Não,Não,Não,Não,Não
2930600,Sim,Não,Não,Não,Não,Não
2930709,Não,Sim,Sim,Não,Não,Sim
2930758,Sim,Não,Não,Não,Não,Não
2930766,Sim,Não,Não,Não,Não,Não
2930774,Sim,Não,Não,Não,Não,Não
2930808,Sim,Não,Não,Não,Não,Não
2930907,Sim,Não,Não,Não,Não,Não
2931004,Sim,Não,Não,Não,Não,Não
2931053,Sim,Sim,Sim,Não,Não,Não
2931103,Sim,Não,Não sabe,Não,Não,Não
2931202,Não,Sim,Não,Sim,Sim,Não
2931301,Sim,Não,Não,Não,Não,Não
2931350,Sim,Sim,Não,Não,Sim,Não
2931400,Não,Não,Não,Não,Não,Não
2931509,Sim,Não,Não,Não,Não,Não
2931608,Não,Sim,Sim,Sim,Sim,Sim
2931707,Sim,Não,Sim,Não,Não sabe,Não sabe
2931806,Sim,Não,Não,Não,Sim,Não
2931905,Sim,Não,Sim,Não,Sim,Não
2932002,Sim,Não,Não,Não,Não,Não
2932101,Sim,Sim,Sim,Sim,Não,Sim
2932200,Não,Não,Não,Não,Não,Não
2932309,Sim,Não,Sim,Não,Sim,Não
2932408,Sim,Não,Não,Não,Não,Não sabe
2932457,Sim,Não,Não,Não,Não,Não
2932507,Sim,Não,Não,Não,Não,Não
2932606,Sim,Não,Não,Não,Não,Não
2932705,Sim,Sim,Não,Sim,Não,Não
2932804,Sim,Não,Sim,Não,Não,Sim
2932903,Não,Sim,Não,Sim,Não,Não
2933000,Sim,Não,Não,Não,Não,Não
2933059,Sim,Não,Não,Não,Não,Não
2933109,Sim,Não,Não,Não,Não,Não
2933158,Sim,Não,Sim,Não,Não,Não
2933174,Sim,Não,Não,Não,Não,Não
2933208,Não,Sim,Sim,Não,Sim,Sim
2933257,Sim,Não,Não,Não,Não,Não
2933307,Sim,Sim,Sim,Sim,Não,Não
2933406,Sim,Não,Não,Não,Não,Não
2933455,Sim,Sim,Não,Sim,Sim,Não
2933505,Não,Não,Sim,Não,Não,Não
2933604,Sim,Não,Não,Não,Sim,Não
3100104,Não,Não,Não,Não,Não,Não
3100203,Não,Não,Não,Não,Não,Não
3100302,Não,Não,Não,Não,Não,Não
3100401,Sim,Não,Não,Não,Não,Não
3100500,Sim,Sim,Sim,Sim,Sim,Sim
3100609,Sim,Sim,Sim,Sim,Sim,Sim
3100708,Sim,Não,Não sabe,Não,Não,Não
3100807,Sim,Não,Não,Não sabe,Não sabe,Não sabe
3100906,Sim,Sim,Não,Sim,Sim,Não
3101003,Não,Não,Não,Não,Não,Não
3101102,Sim,Sim,Não,Sim,Sim,Não sabe
3101201,Sim,Não,Não,Não,Não,Não
3101300,Não,Não,Não,Não,Não,Não
3101409,Sim,Não,Não,Sim,Não,Sim
3101508,Não,Sim,Sim,Sim,Sim,Sim
3101607,Sim,Sim,Sim,Não,Não,Não
3101631,Não,Não,Não,Não,Sim,Não
3101706,Sim,Sim,Sim,Sim,Sim,Não
3101805,Sim,Sim,Não,Sim,Não,Não
3101904,Não,Sim,Não,Não,Sim,Não
3102001,Sim,Sim,Não,Não,Sim,Não
3102050,Não,Não,Não,Não,Não,Não
3102100,Não,Não,Não,Sim,Sim,Sim
3102209,Não,Não,Não,Não,Não,Não
3102308,Não,Não,Não,Não,Não,Não
3102407,Sim,Não,Não,Sim,Sim,Não
3102506,Sim,Não,Sim,Não,Não,Não
3102605,Não sabe,Sim,Não sabe,Não,Sim,Sim
3102704,Sim,Não,Não,Não,Não,Não
3102803,Sim,Não,Sim,Não sabe,Sim,Não
3102852,Sim,Não,Sim,Não,Não,Não
3102902,Não,Não,Não,Sim,Não,Não
3103009,Sim,Não,Não,Não,Não,Não
3103108,Não,Não,Não,Não,Sim,Sim
3103207,Não,Não,Não,Não,Não,Não
3103306,Não,Não,Não,Não,Não,Não
3103405,Sim,Sim,Sim,Sim,Sim,Não
3103504,Não,Não,Sim,Não,Não,Não
3103603,Não,Não,Não,Não,Sim,Não
3103702,Sim,Sim,Não,Sim,Sim,Sim
3103751,Sim,Não sabe,Não sabe,Não,Não sabe,Não
3103801,Não sabe,Não,Sim,Não,Sim,Sim
3103900,Não,Não,Não,Não,Não,Não
3104007,Não,Não,Não,Não,Não,Não
3104106,Não,Não,Não,Não,Não,Não
3104205,Sim,Não,Não,Não,Não,Não
3104304,Não,Não,Não,Não,Não,Não
3104403,Não,Não,Não,Não,Não,Não sabe
3104452,Sim,Sim,Sim,Não,Sim,Sim
3104502,Sim,Não,Não,Não,Não,Não
3104601,Sim,Não,Não,Não,Não,Não
3104700,Sim,Não,Não sabe,Não,Não,Não
3104809,Sim,Não,Não,Não,Não,Não
3104908,Sim,Sim,Não,Não,Sim,Sim
3105004,Sim,Sim,Não,Não,Não,Não
3105103,Sim,Não,Não,Não,Não,Não
3105202,Sim,Não,Não,Não,Não,Não
3105301,Não,Não,Não,Não,Não,Não
3105400,Sim,Sim,Não,Sim,Não,Não
3105509,Não,Não,Não,Não,Não,Não
3105608,Não,Sim,Sim,Sim,Sim,Sim
3105707,Sim,Não,Não,Não,Não,Não
3105905,Não,Não,Não,Não,Não,Não
3106002,Não,Sim,Não,Não,Sim,Sim
3106101,Não,Não,Não,Não,Não,Não
3106200,Não,Sim,Sim,Não,Sim,Sim
3106309,Não,Não,Não,Não,Sim,Não
3106408,Não,Não,Não,Não,Não,Não
3106507,Sim,Sim,Não,Sim,Não,Não
3106606,Sim,Não,Não,Não,Não,Não
3106655,Sim,Não,Sim,Não,Não,Não
3106705,Não,Sim,Não,Sim,Não,Sim
3106804,Sim,Sim,Não,Sim,Sim,Não
3106903,Não sabe,Sim,Sim,Sim,Sim,Sim
3107000,Sim,Não,Não,Não,Não,Não
3107109,Não,Não,Não,Não,Não,Não
3107208,Não,Não,Não,Não,Não,Não
3107307,Sim,Sim,Sim,Sim,Sim,Não
3107406,Não,Não,Não,Não,Não,Não
3107505,Não,Não,Sim,Não,Não,Não
3107604,Não,Não,Não,Não,Não,Não
3107703,Sim,Não,Não,Não sabe,Não,Sim
3107802,Não,Não,Não,Não,Não,Não
3107901,Não,Não,Não,Não,Sim,Não
3108008,Não,Não,Não,Não,Não,Não
3108107,Não,Não,Não,Não,Não,Não
3108206,Sim,Sim,Sim,Não,Sim,Não
3108255,Sim,Não,Não,Não,Não,Não
3108305,Não,Não,Não,Não,Não,Não
3108404,Sim,Não,Não,Não,Não,Não
3108503,Sim,Não,Sim,Não,Não,Não
3108552,Sim,Não,Não sabe,Não,Não,Não
3108602,Sim,Sim,Sim,Sim,Sim,Não
3108701,Não,Não,Não,Não,Não,Não
3108800,Sim,Sim,Não,Sim,Não sabe,Não sabe
3108909,Sim,Sim,Não,Sim,Sim,Não
3109006,Não,Sim,Não,Sim,Sim,Não
3109105,Sim,Sim,Não,Não,Não,Não
3109204,Sim,Não,Sim,Não,Sim,Não
3109253,Sim,Não,Não,Não,Sim,Sim
3109303,Sim,Não,Não,Não,Não,Não sabe
3109402,Sim,Sim,Não,Não,Sim,Não
3109451,Sim,Não,Sim,Não,Não,Não
3109501,Não,Não,Não,Não,Não,Não
3109600,Não sabe,Não,Não,Não,Não,Não
3109709,Não,Não,Não,Não,Não,Não
3109808,Não,Não,Não,Não,Não,Não
3109907,Não,Não,Não,Não,Sim,Não
3110004,Não,Não,Não,Não,Não,Não
3110103,Não,Não,Não,Não,Não,Não
3110202,Não,Não,Não,Não,Não,Não sabe
3110301,Não,Não,Não,Não,Não,Não
3110400,Não,Não,Não,Não,Não,Não
3110509,Não,Sim,Não,Sim,Sim,Não
3110608,Sim,Sim,Sim,Sim,Sim,Sim
3110707,Não,Sim,Não sabe,Não,Não,Não sabe
3110806,Sim,Sim,Não sabe,Sim,Sim,Não sabe
3110905,Não,Não,Não,Não,Não,Não
3111002,Não,Não,Não,Não,Sim,Não
3111101,Sim,Não,Sim,Não,Não sabe,Não
3111150,Sim,Sim,Sim,Não,Não,Não
3111200,Sim,Não,Não,Não,Sim,Não
3111309,Sim,Não,Não,Não,Não,Não
3111408,Não,Não,Não,Não,Não,Não
3111507,Não,Não,Não,Não,Não,Não
3111606,Sim,Não,Não,Não,Não,Não
3111705,Não,Não,Não,Não,Não,Não
3111804,Não,Não,Não,Não,Não,Não
3111903,Sim,Sim,Não,Sim,Sim,Não
3112000,Não,Não,Não,Não,Não,Não
3112059,Sim,Não,Não sabe,Não,Não,Não
3112109,Não sabe,Não,Não,Não,Não,Não
3112208,Sim,Não,Não,Não,Não,Não
3112307,Sim,Sim,Não,Sim,Sim,Sim
3112406,Não,Não,Não,Não,Não,Não
3112505,Sim,Não,Não,Não,Não,Não
3112604,Não,Não,Não,Não,Não,Não
3112653,Sim,Sim,Sim,Não,Sim,Não
3112703,Sim,Sim,Não,Não,Não,Não
3112802,Sim,Não,Não,Não,Não,Não
3112901,Não sabe,Não,Não,Não,Não,Sim
3113008,Sim,Sim,Não sabe,Não,Sim,Sim
3113107,Não,Não,Não,Não,Não,Não
3113206,Não,Sim,Não,Não,Não,Não
3113305,Não,Sim,Sim,Não,Não,Não
3113404,Sim,Sim,Não,Sim,Sim,Sim
3113503,Sim,Não,Não,Não,Não,Não
3113602,Sim,Não,Não,Não,Sim,Não
3113701,Sim,Não,Sim,Não,Não,Não
3113800,Não,Sim,Não,Não,Não,Não
3113909,Sim,Não,Não,Não,Não,Não
3114006,Não,Sim,Não,Não,Sim,Não
3114105,Não,Sim,Não,Sim,Sim,Não
3114204,Sim,Sim,Não,Sim,Sim,Não
3114303,Não,Não,Não,Não,Sim,Não
3114402,Sim,Não,Não,Não,Não,Não
3114501,Sim,Não,Não,Não,Não,Não
3114550,Não,Não,Não,Não,Não,Não
3114600,Sim,Não,Não,Não,Não,Não
3114709,Sim,Não,Não,Não,Não,Não
3114808,Não,Não,Não,Não,Não,Não
3114907,Não,Não,Não,Não,Não,Não
3115003,Não,Não,Não,Não,Não,Não
3115102,Sim,Não,Não,Não,Não,Não
3115201,Não,Não,Não,Não,Não,Não
3115300,Não,Sim,Sim,Sim,Sim,Sim
3115359,Não,Não,Sim,Não,Não,Sim
3115409,Sim,Não,Não,Não,Não,Não
3115458,Sim,Não,Não,Não,Não,Sim
3115474,Sim,Não,Sim,Não,Não,Não
3115508,Sim,Sim,Não,Não,Não,Sim
3115607,Não,Não,Não,Não,Não,Não
3115706,Sim,Sim,Não,Sim,Sim,Sim
3115805,Sim,Não,Não,Não,Não,Não
3115904,Sim,Sim,Não sabe,Sim,Sim,Sim
3116001,Sim,Sim,Não,Não,Não,Não
3116100,Sim,Não,Não sabe,Não,Não,Não
3116159,Sim,Não,Sim,Não,Não,Não
3116209,Sim,Não,Não,Não,Não,Não
3116308,Não,Não,Não,Não,Não,Não
3116407,Sim,Não,Não,Não,Não,Não
3116506,Sim,Não,Não,Não,Não,Não
3116605,Não,Não,Não,Não,Sim,Não
3116704,Não,Não,Não,Não,Não,Não
3116803,Sim,Não,Não sabe,Sim,Sim,Sim
3116902,Não,Não,Não,Não,Não,Não
3117009,Sim,Não,Não,Não,Sim,Não
3117108,Não,Não,Não,Não,Não,Não
3117207,Sim,Não,Não,Sim,Não,Não
3117306,Sim,Sim,Não,Sim,Sim,Não
3117405,Sim,Não,Não,Não,Não,Não
3117504,Não sabe,Não,Não,Não,Não sabe,Não
3117603,Sim,Não,Não,Não,Não,Não
3117702,Sim,Não,Não,Sim,Não,Não
3117801,Sim,Não,Não,Não,Não,Não
3117836,Sim,Não,Não,Não,Não,Não
3117876,Não,Não,Não,Não,Não,Não
3117900,Não sabe,Não,Não,Não,Não,Não
3118007,Não,Sim,Não,Sim,Não,Sim
3118106,Sim,Não,Não,Não,Não,Não
3118205,Não,Não,Não,Não,Não,Não
3118304,Sim,Não,Sim,Não,Não,Não sabe
3118403,Sim,Sim,Não,Sim,Sim,Sim
3118502,Sim,Não,Não,Não,Não,Não
3118601,Não,Sim,Não,Não,Sim,Sim
3118700,Sim,Não,Não,Não,Não,Não
3118809,Sim,Não,Não sabe,Não,Não,Não sabe
3118908,Sim,Não,Não,Não,Não,Não
3119005,Não,Não,Não,Não,Não,Não
3119104,Sim,Não,Não,Não,Sim,Não
3119203,Não,Não,Sim,Sim,Sim,Não
3119302,Sim,Sim,Não,Não,Sim,Não
3119401,Não,Sim,Sim,Sim,Sim,Sim
3119500,Sim,Não,Não sabe,Não,Sim,Não sabe
3119609,Sim,Não,Não,Não,Não,Não
3119708,Não,Não,Não,Não,Não,Não
3119807,Sim,Não,Não,Sim,Não,Não
3119906,Não sabe,Sim,Não,Sim,Sim,Não
3119955,Não,Não,Não,Não,Não,Não
3120003,Sim,Sim,Sim,Não,Sim,Sim
3120102,Sim,Não,Não,Não,Não,Não
3120151,Sim,Não,Não sabe,Não,Não,Não
3120201,Sim,Não,Não,Não,Não,Não
3120300,Sim,Não,Não sabe,Não,Não sabe,Não sabe
3120409,Não,Sim,Não,Sim,Sim,Não
3120508,Sim,Sim,Não,Sim,Sim,Sim
3120607,Não,Não,Não,Não,Não,Não
3120706,Não,Não,Não,Não,Não,Não
3120805,Sim,Não,Não,Não,Sim,Não
3120839,Sim,Sim,Sim,Não,Não,Não
3120870,Sim,Não,Não,Não,Não,Não
3120904,Não,Não,Não,Não,Não,Não
3121001,Não,Não,Não,Não,Não,Não
3121100,Sim,Não,Sim,Não,Sim,Não
3121209,Sim,Não,Não,Não,Não,Não
3121258,Sim,Não,Não,Não,Sim,Não
3121308,Sim,Não,Não,Não,Não,Não
3121407,Sim,Não,Não sabe,Não,Não,Não
3121506,Não,Não,Não,Não,Não,Não
3121605,Sim,Não,Não,Não sabe,Não sabe,Não sabe
3121704,Não,Não,Não,Não,Não,Sim
3121803,Sim,Não,Não,Não,Não,Não
3121902,Sim,Não,Sim,Não,Não,Não
3122009,Não,Não,Não,Não,Não,Não
3122108,Sim,Não,Sim,Sim,Sim,Não
3122207,Não,Não,Sim,Não,Sim,Não
3122306,Não,Não,Não,Não,Sim,Não
3122355,Sim,Não,Não,Não,Não,Não
3122405,Sim,Não,Não,Não,Não,Não
3122454,Sim,Não,Não,Não,Não,Não
3122470,Sim,Não,Sim,Não,Não,Não
3122504,Não,Não,Não,Sim,Sim,Sim
3122603,Sim,Não,Não,Não,Não,Não
3122702,Não,Sim,Não,Não,Sim,Sim
3122801,Não,Não,Não,Não,Não,Não
3122900,Sim,Não,Não,Não,Não,Não
3123007,Não,Não,Não sabe,Não,Não,Não
3123106,Sim,Sim,Sim,Sim,Sim,Sim
3123205,Sim,Não,Não,Não,Não,Não
3123304,Não,Não,Não,Não,Não,Não
3123403,Sim,Não,Não,Não,Não,Não
3123502,Sim,Não,Não,Sim,Não,Não
3123528,Não,Não,Não,Não,Não,Não
3123601,Não,Não,Não,Não,Não,Não
3123700,Sim,Sim,Não,Sim,Sim,Não
3123809,Sim,Não,Não,Não,Não,Não
3123858,Sim,Não,Sim,Não,Não,Não sabe
3123908,Sim,Não,Não,Não,Não,Não
3124005,Não,Sim,Não,Não,Sim,Não
3124104,Não,Não,Não,Não,Não,Não
3124203,Não,Não,Sim,Não,Não,Não
3124302,Sim,Não,Não,Não,Não sabe,Não
3124401,Sim,Não,Não,Não,Não,Não
3124500,Não sabe,Não,Não,Não sabe,Não sabe,Não sabe
3124609,Sim,Sim,Sim,Sim,Sim,Sim
3124708,Sim,Não,Não,Não,Não,Não
3124807,Não,Não,Não,Não,Não,Não
3124906,Sim,Não,Sim,Não,Não,Não
3125002,Não,Não,Não,Sim,Não,Não
3125101,Não,Sim,Não sabe,Sim,Não,Não
3125200,Sim,Não,Não,Não,Não,Não
3125309,Não,Não,Não,Não,Não,Não
3125408,Sim,Não,Não,Não,Não,Não
3125507,Não sabe,Não,Não,Não,Não,Não
3125606,Sim,Não,Sim,Não,Sim,Não
3125705,Sim,Não,Não,Não,Não,Não
3125804,Não,Sim,Não,Não,Não,Não
3125903,Sim,Sim,Sim,Sim,Não,Sim
3125952,Sim,Não,Não,Não,Não,Não
3126000,Sim,Não,Não,Não,Não,Não
3126109,Sim,Não,Não,Não,Não,Não
3126208,Sim,Não,Não sabe,Não,Não,Não
3126307,Sim,Não,Não,Não,Não,Não
3126406,Sim,Não,Não sabe,Não,Sim,Não
3126505,Sim,Sim,Sim,Sim,Sim,Não
3126604,Sim,Não,Não,Não,Não,Não
3126703,Sim,Não,Não,Não,Não,Não
3126752,Sim,Sim,Sim,Sim,Sim,Não
3126802,Sim,Não,Não,Não,Não,Sim
3126901,Sim,Sim,Não,Sim,Não sabe,Não sabe
3126950,Sim,Não,Não sabe,Não,Não,Não
3127008,Não,Não,Não,Não,Não,Não
